,,,※特に指定のないレジスタは汎用レジスタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,※フラグが生成されない命令の後、フラグはすべておろした状態(00000)となります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,まだ対応なし,,,,,,,,,,,,,,,,,,,,,,,
Addr[Hex],Addr[Dec],Type-E,Unit,Instruction,Immediate(Displacement),Mnemonic,Opcode,FMT1(Operand/Disp),FMT2(Imm),Operation,Flag,AFE-FMT1,AFE-FMT2(Imm),Auth,Trap,Trap Condition,Note,,,,,,,,,,,,,,,,,,,,
000,0,○,integer,add,符号拡張,ADD,0000000000,O2,I11,Rd = Rd + Rs,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,1,○,,sub,符号拡張,SUB,0000000001,O2,I11,Rd = Rd - Rs,,,,,,,,,,,,,,,,,,,,,,,,,,,
002,2,○,,mul output Low 32bit,符号拡張,MULL,0000000010,O2,I11,Rd = (Rd * Rs) & 0xFFFFFFFF,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,3,○,,mul output High 32bit,符号拡張,MULH,0000000011,O2,I11,Rd = (Rd * Rs) >> 32,,,,,,,,,,,,,,,,,,,,,,,,,,,
004,4,,,unsigned div,,UDIV,0000000100,O2,I11,Rd = Rd / Rs,,,,,4,0割の時（結果は0）,,,,,,,,,,,,,,,,,,,,,
005,5,,,unsigned mod,,UMOD,0000000101,O2,I11,Rd = Rd % Rs,,,,,4,0割の時（結果は0）,,,,,,,,,,,,,,,,,,,,,
006,6,○,,cmp,符号拡張,CMP,0000000110,O2,I11,"FLAGR = flags(Rd, Rs)",,,,,,,SUBを行ない、結果を破棄しフラグのみ更新,,,,,,,,,,,,,,,,,,,,
007,7,,,signed div,符号拡張,DIV,0000000111,O2,I11,Rd = Rd / Rs,,,,,4,0割の時（結果は0）,,,,,,,,,,,,,,,,,,,,,
008,8,,,signed mod,符号拡張,MOD,0000001000,O2,I11,Rd = Rd % Rs,,,,,4,0割の時（結果は0）,,,,,,,,,,,,,,,,,,,,,
009,9,,,Sign Negative,,NEG,0000001001,O2,,Rd = neg(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
00A,10,○,,unsigned mul output low 32bit,,UMULL,0000001010,O2,I11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00B,11,○,,unsigned mul output high 32bit,,UMULH,0000001011,O2,I11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00C,12,,,,,,0000001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00D,13,,,increment(Cary Output),,IC,0000001101,O2,,Rd = cary_output(Rs + 1),,,,,,,,,,,,,,,,,,,,,,,,,,,
00E,14,○,,add cary output,符号拡張,ADDC,0000001110,O2,I11,Rd = cary_output(Rd + Rs),,,,,,,,,,,,,,,,,,,,,,,,,,,
00F,15,,,,,,0000001111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010,16,○,,Inc,,INC,0000010000,O2,,Rd = Rs + 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
011,17,○,,Dec,,DEC,0000010001,O2,,Rd = Rs - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
012,18,,,,,,0000010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013,19,,,signed Maximum,,MAX,0000010011,O2,I11,Rd = (Rd >= Rs)? Rd : Rs,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
014,20,,,signed Minimum,,MIN,0000010100,O2,I11,Rd = (Rd <= Rs)? Rd : Rs,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
015,21,,,unsigned Maximum,,UMAX,0000010101,O2,I11,Rd = (Rd >= Rs)? Rd : Rs,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
016,22,,,unsigned Minimum,,UMIN,0000010110,O2,I11,Rd = (Rd <= Rs)? Rd : Rs,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
017,23,,,,,,0000010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018,24,,,,,,0000011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019,25,,,,,,0000011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01A,26,,,,,,0000011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01B,27,,,,,,0000011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01C,28,○,,Sign Extension8->32,,SEXT8,0000011100,O2,,Rd = Sign Extension8->32(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
01D,29,○,,Sign Extension16->32,,SEXT16,0000011101,O2,,Rd = Sign Extension16->32(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
01E,30,,,,,,0000011110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01F,31,,,,,,0000011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020,32,,Reserved,,,,0000100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021,33,,,,,,0000100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022,34,,,,,,0000100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023,35,,,,,,0000100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024,36,,,,,,0000100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025,37,,,,,,0000100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026,38,,,,,,0000100110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027,39,,,,,,0000100111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028,40,,,,,,0000101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029,41,,,,,,0000101001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02A,42,,,,,,0000101010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02B,43,,,,,,0000101011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02C,44,,,,,,0000101100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02D,45,,,,,,0000101101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02E,46,,,,,,0000101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02F,47,,,,,,0000101111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030,48,,,,,,0000110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031,49,,,,,,0000110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032,50,,,,,,0000110010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033,51,,,,,,0000110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034,52,,,,,,0000110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035,53,,,,,,0000110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036,54,,,,,,0000110110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037,55,,,,,,0000110111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
038,56,,,,,,0000111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
039,57,,,,,,0000111001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03A,58,,,,,,0000111010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03B,59,,,,,,0000111011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03C,60,,,,,,0000111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03D,61,,,,,,0000111101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03E,62,,,,,,0000111110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03F,63,,,,,,0000111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040,64,○,Shift,logic shift left,,SHL,0001000000,O2,I11,Rd = Rd<<Rs,最後に追い出されたビットをCFに設定、OFは常にゼロクリア,,,,1,64以上シフトした場合,,,,,,,,,,,,,,,,,,,,,
041,65,○,,logic shift right,,SHR,0001000001,O2,I11,Rd = Rd>>Rs,最後に追い出されたビットをCFに設定、OFは常にゼロクリア,,,,1,64以上シフトした場合,,,,,,,,,,,,,,,,,,,,,
042,66,,,,,,0001000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043,67,,,,,,0001000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
044,68,,,,,,0001000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
045,69,○,,alithmetic shift right,,SAR,0001000101,O2,I11,Rd = Rd>>>Rs,最後に追い出されたビットをCFに設定、OFは常にゼロクリア,,,,1,64以上シフトした場合,,,,,,,,,,,,,,,,,,,,,
046,70,,,,,,0001000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
047,71,,,,,,0001000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048,72,,,rotate shift left,,ROL,0001001000,O2,I11,"Rd = ROL(Rd, Rs)",最後に追い出されたビットをCFに設定(0bit目に入るビットと同じ)、OFは常にゼロクリア,,,,1,64以上シフトした場合,,,,,,,,,,,,,,,,,,,,,
049,73,,,rotate shift right,,ROR,0001001001,O2,I11,"Rd = ROR(Rd, Rs)",最後に追い出されたビットをCFに設定(31bit目に入るビットと同じ)、OFは常にゼロクリア,,,,1,64以上シフトした場合,,,,,,,,,,,,,,,,,,,,,
04A,74,,,,,,0001001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04B,75,,,,,,0001001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04C,76,,,,,,0001001100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04D,77,,,,,,0001001101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04E,78,,,,,,0001001110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04F,79,,,,,,0001001111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050,80,,,,,,0001010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051,81,,,,,,0001010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052,82,,,,,,0001010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053,83,,,,,,0001010011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054,84,,,,,,0001010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055,85,,,,,,0001010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056,86,,,,,,0001010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057,87,,,,,,0001010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,88,,,,,,0001011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059,89,,,,,,0001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05A,90,,,,,,0001011010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05B,91,,,,,,0001011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05C,92,,,,,,0001011100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05D,93,,,,,,0001011101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05E,94,,,,,,0001011110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05F,95,,,,,,0001011111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060,96,○,Logic,and,,AND,0001100000,O2,,Rd = Rd & Rs,,,,,,,,,,,,,,,,,,,,,,,,,,,
061,97,○,,or,,OR,0001100001,O2,,Rd = Rd | Rs,,,,,,,,,,,,,,,,,,,,,,,,,,,
062,98,○,,xor,,XOR,0001100010,O2,,Rd = Rd ^ Rs,,,,,,,,,,,,,,,,,,,,,,,,,,,
063,99,○,,not,,NOT,0001100011,O2,,Rd = ~Rs,,,,,,,,,,,,,,,,,,,,,,,,,,,
064,100,○,,nand,,NAND,0001100100,O2,,Rd = ~(Rd & Rs),,,,,,,,,,,,,,,,,,,,,,,,,,,
065,101,○,,nor,,NOR,0001100101,O2,,Rd = ~(Rd | Rs),,,,,,,,,,,,,,,,,,,,,,,,,,,
066,102,○,,xnor,,XNOR,0001100110,O2,,Rd = ~(Rd ^ Rs),,,,,,,,,,,,,,,,,,,,,,,,,,,
067,103,○,,test,,TEST,0001100111,O2,,"FLAGR = flags(Rd, Rs)",,,,,,,,,,,,,,,,,,,,,,,,,,,
068,104,,,,,,0001101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
069,105,,,,,,0001101001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06A,106,○,,write 2Byte1/2（下位16ビット）,,WL16,0001101010,I16,,Rd = Rd & 0xFFFF0000 | Rs,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
06B,107,○,,write 2Byte2/2（上位16ビット）,,WH16,0001101011,I16,,Rd = Rd & 0x0000FFFF | Rs << 16,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
06C,108,○,,clear bit,,CLRB,0001101100,,I11,Rd = clb(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
06D,109,○,,set bit,,SETB,0001101101,,I11,Rd = stb(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
06E,110,○,,clear　word,,CLR,0001101110,O1,,Rd = 0x00000000,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
06F,111,○,,set word,,SET,0001101111,O1,,Rd = 0xFFFFFFFF,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
070,112,,,ビットリバース命令,,REVB,0001110000,O2,,Rd = rvbi(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
071,113,,,バイトリバース命令,,REV8,0001110001,O2,,Rd = rvby(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
072,114,,,Get Bit,,GETB,0001110010,O2,I11,Rd = (Rd >> Rs) & 0x00000001,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
073,115,○,,Get Byte,,GET8,0001110011,O2,I11,Rd = (Rd >> Rs*8) & 0x000000FF,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
074,116,,,,,,0001110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
075,117,,,,,,0001110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076,118,○,,Signed Load Immediate(Low),,LIL,0001110110,,I16,Rd = SignExtension(Rs),フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
077,119,○,,Signed Load Immediate(High),,LIH,0001110111,,I16,Rd = Rs<<16,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
078,120,,,,,,0001111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079,121,,,,,,0001111001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07A,122,○,,Unsigned Load Immediate,,ULIL,0001111010,,I16,Rd = Rs,,,,,,,,,,,,,,,,,,,,,,,,,,,
07B,123,,,,,,0001111011,,,,フラグを発生しない,,,,,,,,,,,,,,,,,,,,,,,,,,
07C,124,,,,,,0001111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07D,125,,,,,,0001111101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07E,126,,,,,,0001111110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07F,127,,,,,,0001111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080,128,○,Memory Access,load register or immediate,,LD8,0010000000,O2,I11,"Rd = mask(MEMORY[Rs], 8)",フラグを発生しない,MA,MA,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
081,129,○,,load register or immediate,1bit左シフト,LD16,0010000001,O2,I11,"O2の時 : Rd = mask(MEMORY[Rs], 16) I11の時Rd = mask(MEMORY[Rs>>1], 16)",フラグを発生しない,MA,MA,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
082,130,○,,load register or immediate,2bit左シフト,LD32,0010000010,O2,I11,"O2の時 : Rd = mask(MEMORY[Rs], 16) I11の時Rd = mask(MEMORY[Rs>>2], 16)",フラグを発生しない,MA,MA,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
083,131,○,,store register or immediate,,ST8,0010000011,O2,I11,"MEMORY[Rs] = mask(Rd, 8)",フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
084,132,○,,store register or immediate,1bit左シフト,ST16,0010000100,O2,I11,"O2の時 : MEMORY[Rs] = mask(Rd, 16) I11の時 : MEMORY[Rs>>1] = mask(Rd, 16)",フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
085,133,○,,store register or immediate,2bit左シフト,ST32,0010000101,O2,I11,"O2の時 : MEMORY[Rs] = mask(Rd, 16) I11の時 : MEMORY[Rs>>2] = mask(Rd, 16)",フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
086,134,,,,,,0010000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087,135,,,,,,0010000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
088,136,○,,push,符号拡張,PUSH,0010001000,O1,CI16,MEMORY[SPR] = Rd,フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
089,137,,,Program Counter Push,,PUSHPC,0010001001,C,,MEMORY[SPR] = PC + 8,フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
08A,138,,,Load(always use PDTR),,LD8U,0010001010,O2,I11,"Rd = mask(MEMORY[Rs], 8)",フラグを発生しない,,,カーネルモードのみ実行可能,"2,3",メモリ保護違反、特権違反,,,,,,,,,,,,,,,,,,,,,
08B,139,,,Load(always use PDTR),1bit左シフト,LD16U,0010001011,O2,I11,"O2の時 : Rd = mask(MEMORY[Rs], 16) I11の時Rd = mask(MEMORY[Rs>>1], 16)",フラグを発生しない,,,カーネルモードのみ実行可能,"2,3",メモリ保護違反、特権違反,,,,,,,,,,,,,,,,,,,,,
08C,140,,,Load(always use PDTR),2bit左シフト,LD32U,0010001100,O2,I11,"O2の時 : Rd = mask(MEMORY[Rs], 16) I11の時Rd = mask(MEMORY[Rs>>2], 16)",フラグを発生しない,,,カーネルモードのみ実行可能,"2,3",メモリ保護違反、特権違反,,,,,,,,,,,,,,,,,,,,,
08D,141,,,Store(always use PDTR),,ST8U,0010001101,O2,I11,"MEMORY[Rs] = mask(Rd, 8)",フラグを発生しない,,,カーネルモードのみ実行可能,"2,3",メモリ保護違反、特権違反,,,,,,,,,,,,,,,,,,,,,
08E,142,,,Store(always use PDTR),1bit左シフト,ST16U,0010001110,O2,I11,"O2の時 : MEMORY[Rs] = mask(Rd, 16) I11の時 : MEMORY[Rs>>1] = mask(Rd, 16)",フラグを発生しない,,,カーネルモードのみ実行可能,"2,3",メモリ保護違反、特権違反,,,,,,,,,,,,,,,,,,,,,
08F,143,,,Store(always use PDTR),2bit左シフト,ST32U,0010001111,O2,I11,"O2の時 : MEMORY[Rs] = mask(Rd, 16) I11の時 : MEMORY[Rs>>2] = mask(Rd, 16)",フラグを発生しない,,,カーネルモードのみ実行可能,"2,3",メモリ保護違反、特権違反,,,,,,,,,,,,,,,,,,,,,
090,144,○,,pop,,POP,0010010000,O1,,Rd = MEMORY[SPR],フラグを発生しない,,MA,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
091,145,,,,,,0010010001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092,146,,,,,,0010010010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093,147,,,,,,0010010011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094,148,,,,,,0010010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
095,149,,,,,,0010010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096,150,,,,,,0010010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097,151,,,,,,0010010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098,152,,,,,,0010011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
099,153,,,,,,0010011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09A,154,○,,with signed displacement,(符号拡張),LDD8,0010011010,O2,,"Rd = mask(MEMORY[Rs+displacement], 8)",フラグを発生しない,MA,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
09B,155,○,,with signed displacement,1bit左シフト(符号拡張・1bit左シフト),LDD16,0010011011,O2,,"Rd = mask(MEMORY[Rs+displacement], 16)",フラグを発生しない,MA,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
09C,156,○,,with signed displacement,2bit左シフト(符号拡張・2bit左シフト),LDD32,0010011100,O2,,"Rd = mask(MEMORY[Rs+displacement], 16)",フラグを発生しない,MA,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
09D,157,○,,with signed displacement,(符号拡張),STD8,0010011101,O2,,"MEMORY[Rs] = mask(Rd+displacement, 8)",フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
09E,158,○,,with signed displacement,1bit左シフト(符号拡張・1bit左シフト),STD16,0010011110,O2,,"MEMORY[Rs] = mask(Rd+displacement, 16)",フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
09F,159,○,,with signed displacement,2bit左シフト(符号拡張・2bit左シフト),STD32,0010011111,O2,,"MEMORY[Rs] = mask(Rd+displacement, 16)",フラグを発生しない,,,,2,メモリ保護違反の場合,,,,,,,,,,,,,,,,,,,,,
0A0,160,○,Branch,(PC relative addressing) register or imm Unsigned!,2bit左シフト,BUR,0010100000,JO1,JI16,PC = PC + unsigned(Rd),フラグを発生しない,,,,2,メモリ保護違反の場合,Word Addressing,,,,,,,,,,,,,,,,,,,,
0A1,161,○,,(PC relative addressing) register or imm Signed!,2bit左シフト,BR,0010100001,JO1,JI16,PC = PC + signed(Rd),フラグを発生しない,,,,2,メモリ保護違反の場合,Word Addressing,,,,,,,,,,,,,,,,,,,,
0A2,162,○,,(direct addressing)register or immediate,2bit左シフト,B,0010100010,JO1,JI16,PC = unsigned(Rd),フラグを発生しない,,,,2,メモリ保護違反の場合,Word Addressing,,,,,,,,,,,,,,,,,,,,
0A3,163,○,,(IRQ Ret)(direct addressing)register or immediate(CC Non Suport ),2bit左シフト,IB,0010100011,C,,PC = unsigned(Rd),フラグを発生しない,,,,2,メモリ保護違反の場合,Word Addressing 割り込みルーチンからの復帰に使用(特権操作) CCはALしか対象外。それ以外は未定義,,,,,,,,,,,,,,,,,,,,
0A4,164,,,,,,0010100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0A5,165,,,,,,0010100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0A6,166,,,,,,0010100110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0A7,167,,,,,,0010100111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
